index,filename,source_filename,original_format,arkid,source,owner,license,original_url,family,standardized_species
1295,1406027753027MGczA9A92ejBzrHF.jpg,1406027753027MGczA9A92ejBzrHF.jpg,jpg,d6811q5g,iDigBio,mnhn,CC BY-NC-ND,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/d6811q5g.jpg,hemiramphidae,hyporhamphus
1296,130275_Parabembras_robinsoni.jpg,130275_Parabembras_robinsoni.jpg,jpg,2883890b,iDigBio,mcz,,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/2883890b.jpg,parabembridae,parabembras robinsoni
1298,15150-p#0.jpg,15150-p.jpg,jpg,nf31x374,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/nf31x374.jpg,prochilodontidae,prochilodus mariae
1299,1406026963984yvc2r2txBxhs4wlR.jpg,1406026963984yvc2r2txBxhs4wlR.jpg,jpg,mx53697b,iDigBio,mnhn,CC BY-NC-ND,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/mx53697b.jpg,toxotidae,toxotes microlepis
1300,1481727826462jIEstpHWVfuA0lK1.jpg,1481727826462jIEstpHWVfuA0lK1.jpg,jpg,hd69p358,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/hd69p358.jpg,amiidae,amia calva
1301,238003-p_lg#2.jpg,238003-p_lg.jpg,jpg,zd388k23,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/zd388k23.jpg,priacanthidae,heteropriacanthus fulgens
1302,238003-p_lg#3.jpg,238003-p_lg.jpg,jpg,zd388k23,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/zd388k23.jpg,priacanthidae,heteropriacanthus fulgens
1303,1861.5.7.1-4d_Callichthys affinis_l-S.jpg,1861.5.7.1-4d_Callichthys affinis_l-S.jpg,jpg,x520sj70,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/x520sj70.jpg,callichthyidae,callichthys callichthys
1304,ark-_65665_m335ebba3964b44d60b2cff8ac8219ee64.jpg,ark-_65665_m335ebba3964b44d60b2cff8ac8219ee64.jpg,jpg,ht31wp65,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/ht31wp65.jpg,atherinidae,atherinomorus lacunosus
1305,73b72b81-f3a1-4e60-b514-1a7394d5772d.jpg,73b72b81-f3a1-4e60-b514-1a7394d5772d.jpg,jpg,t2488d6n,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/t2488d6n.jpg,siluridae,ompok bimaculatus
1307,620cf357-15e2-47b3-9675-a168682d740c.jpg,620cf357-15e2-47b3-9675-a168682d740c.jpg,jpg,2g63cx57,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/2g63cx57.jpg,ambassidae,parambassis siamensis
1309,14060283628794opz3gMh9WyQDpPv.jpg,14060283628794opz3gMh9WyQDpPv.jpg,jpg,3j31nk78,iDigBio,mnhn,CC BY-NC-ND,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/3j31nk78.jpg,gerreidae,eucinostomus melanopterus
1310,20423_Leporinus_crassilabris_HT.jpg,20423_Leporinus_crassilabris_HT.jpg,jpg,0j389j3f,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/0j389j3f.jpg,anostomidae,megaleporinus elongatus
1311,ark-_65665_m3e5f26b025a9e48a883eab4745b1f0819.jpg,ark-_65665_m3e5f26b025a9e48a883eab4745b1f0819.jpg,jpg,5z95w82j,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/5z95w82j.jpg,chaenopsidae,stathmonotus gymnodermis
1312,106158-p#0.jpg,106158-p.jpg,jpg,29351b0b,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/29351b0b.jpg,atherinopsidae,chirostoma lucius
1313,1540975197031RTyiDScDwDhKU2Gq.jpg,1540975197031RTyiDScDwDhKU2Gq.jpg,jpg,0369bd0t,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/0369bd0t.jpg,ictaluridae,noturus munitus
1314,20432-p#0.jpg,20432-p.jpg,jpg,9f03wg04,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/9f03wg04.jpg,scomberesocidae,cololabis adocetus
1315,ark-_65665_m395b3b15556d54c789ad313d3d28f6a54.jpg,ark-_65665_m395b3b15556d54c789ad313d3d28f6a54.jpg,jpg,t975hz2b,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/t975hz2b.jpg,bythitidae,diancistrus katrineae
1316,ark-_65665_m343c7149a475a4f208f3ceb82d7644539.jpg,ark-_65665_m343c7149a475a4f208f3ceb82d7644539.jpg,jpg,zs50rt1x,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/zs50rt1x.jpg,opistognathidae,opistognathus ensiferus
1317,B.macrostoma1897.1.28.7-S.jpg,B.macrostoma1897.1.28.7-S.jpg,jpg,zc682v9p,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/zc682v9p.jpg,osphronemidae,betta macrostoma
1320,ark-_65665_m363ce2de4c31643ac9115881e1741937a.jpg,ark-_65665_m363ce2de4c31643ac9115881e1741937a.jpg,jpg,3c39mg5n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/3c39mg5n.jpg,malacanthidae,hoplolatilus purpureus
1321,33213_N_hassleriana_HT.jpg,33213_N_hassleriana_HT.jpg,jpg,mn45nk13,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/mn45nk13.jpg,ariidae,notarius kessleri
1322,1406027523400PFWRGF7GUeA56AKM.jpg,1406027523400PFWRGF7GUeA56AKM.jpg,jpg,1015n865,iDigBio,mnhn,CC BY-NC-ND,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/1015n865.jpg,ariidae,ariopsis felis
1323,ark-_65665_m3494562bb1ddb4143a751bfa5a099e4de.jpg,ark-_65665_m3494562bb1ddb4143a751bfa5a099e4de.jpg,jpg,9d08j160,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/9d08j160.jpg,gerreidae,gerres oyena
1324,ark-_65665_m30b76d1d8f83e4637a7500a3381680f37.jpg,ark-_65665_m30b76d1d8f83e4637a7500a3381680f37.jpg,jpg,nd060g8b,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/nd060g8b.jpg,caesionidae,caesio caerulaurea
1325,1919.7.24.20-7d_Allabenchelys dhonti_l-S.jpg,1919.7.24.20-7d_Allabenchelys dhonti_l-S.jpg,jpg,zb05cd15,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/zb05cd15.jpg,clariidae,clarias dhonti
1326,147658-p#0.jpg,147658-p.jpg,jpg,3609g05h,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/3609g05h.jpg,rivulidae,aphyolebias peruensis
1327,0407c776-7355-432f-8956-51918054cd91.jpg,0407c776-7355-432f-8956-51918054cd91.jpg,jpg,2g15zb54,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/2g15zb54.jpg,chaenopsidae,acanthemblemaria spinosa
1328,1895.5.17.57-61a_Callichthys pectoralis_l-S.jpg,1895.5.17.57-61a_Callichthys pectoralis_l-S.jpg,jpg,7t09jv8n,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/7t09jv8n.jpg,callichthyidae,lepthoplosternum pectorale
1329,ark-_65665_m3e539a450f9a2473c885994bdd40de68b.jpg,ark-_65665_m3e539a450f9a2473c885994bdd40de68b.jpg,jpg,s631s54z,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/s631s54z.jpg,ambassidae,ambassis buruensis
1330,ark-_65665_m354152dec56b6497a94a717718869c778.jpg,ark-_65665_m354152dec56b6497a94a717718869c778.jpg,jpg,gw82069b,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/gw82069b.jpg,caesionidae,caesio caerulaurea
1331,ark-_65665_m30e8370380c69407485a75dd4d62f0a0b.jpg,ark-_65665_m30e8370380c69407485a75dd4d62f0a0b.jpg,jpg,jx04x14w,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/jx04x14w.jpg,caesionidae,gymnocaesio gymnoptera
1332,e2200c0f-1901-4d91-821e-edde820b5781.jpg,e2200c0f-1901-4d91-821e-edde820b5781.jpg,jpg,rp69n30w,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/rp69n30w.jpg,siluridae,ompok siluroides
1333,CAS-SU-22692-p_lg#1.jpg,CAS-SU-22692-p_lg.jpg,jpg,3k66040w,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/3k66040w.jpg,galaxiidae,aplochiton zebra
1334,CAS-SU-22692-p_lg#2.jpg,CAS-SU-22692-p_lg.jpg,jpg,3k66040w,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/3k66040w.jpg,galaxiidae,aplochiton zebra
1335,1481297522552wdvWMqHgLNs9MMrb.jpg,1481297522552wdvWMqHgLNs9MMrb.jpg,jpg,bm97q72z,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/bm97q72z.jpg,acipenseridae,acipenser sturio
1336,ark-_65665_m3183c2b14c4eb4bd5948580d8141f9110.jpg,ark-_65665_m3183c2b14c4eb4bd5948580d8141f9110.jpg,jpg,f820269n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/f820269n.jpg,pinguipedidae,parapercis millepunctata
1337,ark-_65665_m30fe5d27b4fe84d4a834e3c80e3cd71af.jpg,ark-_65665_m30fe5d27b4fe84d4a834e3c80e3cd71af.jpg,jpg,d626971n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/d626971n.jpg,pinguipedidae,parapercis millepunctata
1338,1467704682175AUrWCJCThCw2tIIW#0.jpg,1467704682175AUrWCJCThCw2tIIW.jpg,jpg,9d50582r,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/9d50582r.jpg,anostomidae,rhytiodus lauzannei
1339,1467704682175AUrWCJCThCw2tIIW#1.jpg,1467704682175AUrWCJCThCw2tIIW.jpg,jpg,9d50582r,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/9d50582r.jpg,anostomidae,rhytiodus lauzannei
1340,1467704682175AUrWCJCThCw2tIIW#3.jpg,1467704682175AUrWCJCThCw2tIIW.jpg,jpg,9d50582r,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/9d50582r.jpg,anostomidae,rhytiodus lauzannei
1341,ark-_65665_m323f76c8392074928a624a5c4e214ffb0.jpg,ark-_65665_m323f76c8392074928a624a5c4e214ffb0.jpg,jpg,tq426q94,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/tq426q94.jpg,terapontidae,rhynchopelates oxyrhynchus
1343,MCZ19385_Schizodon_vittatus.jpg,MCZ19385_Schizodon_vittatus.jpg,jpg,6h79tr71,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/6h79tr71.jpg,anostomidae,schizodon vittatus
1344,1859_5_31 9-11 e-S.jpg,1859_5_31 9-11 e-S.jpg,jpg,9f58w393,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/9f58w393.jpg,heteropneustidae,heteropneustes microps
1345,"BMNH 1855.9.19.303, SYNTYPE, Gerres nigri-S.jpg","BMNH 1855.9.19.303, SYNTYPE, Gerres nigri-S.jpg",jpg,h214z13n,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/h214z13n.jpg,gerreidae,gerres nigri
1346,ark-_65665_m3fa0a0593f2f04577aeaa157c743069d6.jpg,ark-_65665_m3fa0a0593f2f04577aeaa157c743069d6.jpg,jpg,hr77vn9f,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/hr77vn9f.jpg,pempheridae,pempheris rapa
1347,56cf95e2-bfa5-4418-bfef-4ee441041d6d.jpg,56cf95e2-bfa5-4418-bfef-4ee441041d6d.jpg,jpg,cc683d9c,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/cc683d9c.jpg,eleotridae,butis gymnopomus
1348,SU24801-p_lg#2.jpg,SU24801-p_lg.jpg,jpg,x386pf51,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/x386pf51.jpg,osphronemidae,macropodus ocellatus
1350,1474286932609t8sDWcj5LZXH5hOQ.jpg,1474286932609t8sDWcj5LZXH5hOQ.jpg,jpg,s397xn29,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/s397xn29.jpg,rivulidae,kryptolebias sepia
1351,"BMNH 1843.2.8.43, SYNTYPES, Lebias lineata-017-S.jpg","BMNH 1843.2.8.43, SYNTYPES, Lebias lineata-017-S.jpg",jpg,k342pv4r,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/k342pv4r.jpg,anablepidae,jenynsia lineata
1352,ark-_65665_m346e7e1f1f4174ffe998aafb88e6ef0cc.jpg,ark-_65665_m346e7e1f1f4174ffe998aafb88e6ef0cc.jpg,jpg,1t45s71v,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/1t45s71v.jpg,chaenopsidae,acanthemblemaria castroi
1353,9313e55d-3b5e-4d9e-9471-ddb8f0f63f51.jpg,9313e55d-3b5e-4d9e-9471-ddb8f0f63f51.jpg,jpg,7n865s8s,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/7n865s8s.jpg,channidae,channa gachua
1354,ark-_65665_m31143182c77794d52b60ea68ccf5e44c3.jpg,ark-_65665_m31143182c77794d52b60ea68ccf5e44c3.jpg,jpg,dv81qq49,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/dv81qq49.jpg,gasteropelecidae,carnegiella marthae
1355,ark-_65665_m3341d8f4720e9450199abfcedffee74ef.jpg,ark-_65665_m3341d8f4720e9450199abfcedffee74ef.jpg,jpg,r810w82w,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/r810w82w.jpg,pinguipedidae,parapercis allporti
1356,290a9178-46e1-4fd7-ae4e-6ecf60e2f143.jpg,290a9178-46e1-4fd7-ae4e-6ecf60e2f143.jpg,jpg,wk074w69,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/wk074w69.jpg,exocoetidae,prognichthys gibbifrons
1357,ark-_65665_m304c40257deba4edb9af21eabb9fee295.jpg,ark-_65665_m304c40257deba4edb9af21eabb9fee295.jpg,jpg,vk83zs5p,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/vk83zs5p.jpg,sphyraenidae,sphyraena obtusata
1359,ark-_65665_m30c427d7f554e4f3ea9b77945344b1e95.jpg,ark-_65665_m30c427d7f554e4f3ea9b77945344b1e95.jpg,jpg,q400qh6j,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/q400qh6j.jpg,pinguipedidae,parapercis tetracantha
1360,ark-_65665_m3f38f7a33e0664622be8a7d9e526d3f57.jpg,ark-_65665_m3f38f7a33e0664622be8a7d9e526d3f57.jpg,jpg,5459tw8q,iDigBio,usnm,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/5459tw8q.jpg,aplocheilidae,pachypanchax playfairii
1361,1544534721838p0S5CEZcNf4sIwdi#1.jpg,1544534721838p0S5CEZcNf4sIwdi.jpg,jpg,v897nq9b,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/v897nq9b.jpg,acropomatidae,parascombrops nakayamai
1362,14818228075451gnDKWs9zO8BPefw.jpg,14818228075451gnDKWs9zO8BPefw.jpg,jpg,d354t08w,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/d354t08w.jpg,megalopidae,megalops cyprinoides
1363,ark-_65665_m38d9fc9820ce54249a87f92dd49f6c6da.jpg,ark-_65665_m38d9fc9820ce54249a87f92dd49f6c6da.jpg,jpg,hx062r86,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/hx062r86.jpg,pinguipedidae,parapercis xanthozona
1364,14060285982170Ct9LTTofi7LN1nL.jpg,14060285982170Ct9LTTofi7LN1nL.jpg,jpg,2902kc9c,iDigBio,mnhn,CC BY-NC-ND,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/2902kc9c.jpg,plotosidae,euristhmus lepturus
1365,ark-_65665_m3044d0bb804c745b597ff64bc5139fe76.jpg,ark-_65665_m3044d0bb804c745b597ff64bc5139fe76.jpg,jpg,nz955355,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/nz955355.jpg,plesiopidae,plesiops oxycephalus
1366,23506-p#0.jpg,23506-p.jpg,jpg,8s013v3q,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/8s013v3q.jpg,embiotocidae,hysterocarpus traskii
1368,21764_Verilus_sordidus.jpg,21764_Verilus_sordidus.jpg,jpg,4d227727,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/4d227727.jpg,acropomatidae,verilus sordidus
1370,ark-_65665_m314d355d26a814ee7b164903ae63530bc.jpg,ark-_65665_m314d355d26a814ee7b164903ae63530bc.jpg,jpg,ks88jg9h,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/ks88jg9h.jpg,pempheridae,parapriacanthus ransonneti
1373,31620-p#2.jpg,31620-p.jpg,jpg,3r024s95,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/3r024s95.jpg,bythitidae,ogilbia mccoskeri
1374,ark-_65665_m3e561a5a48a3042189b61417b95b4c976.jpg,ark-_65665_m3e561a5a48a3042189b61417b95b4c976.jpg,jpg,st67vq34,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/st67vq34.jpg,bythitidae,ogilbia jeffwilliamsi
1375,1544694702027TFQhnFKHsIwSYtRt#1.jpg,1544694702027TFQhnFKHsIwSYtRt.jpg,jpg,92659r4s,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/92659r4s.jpg,kurtidae,kurtus gulliveri
1376,1544694702027TFQhnFKHsIwSYtRt#2.jpg,1544694702027TFQhnFKHsIwSYtRt.jpg,jpg,92659r4s,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/92659r4s.jpg,kurtidae,kurtus gulliveri
1377,1544694702027TFQhnFKHsIwSYtRt#3.jpg,1544694702027TFQhnFKHsIwSYtRt.jpg,jpg,92659r4s,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/92659r4s.jpg,kurtidae,kurtus gulliveri
1378,9c985a91-aaee-4d2f-9ecb-8783ed80a962.jpg,9c985a91-aaee-4d2f-9ecb-8783ed80a962.jpg,jpg,6b71h93v,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/6b71h93v.jpg,centrarchidae,lepomis marginatus
1379,61680-p#1.jpg,61680-p.jpg,jpg,t711k169,iDigBio,cas,CC0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/cas/t711k169.jpg,anostomidae,leporinus y-ophorus
1380,m3c650d825-491c-4148-800c-fe83bd45f1da.jpg,m3c650d825-491c-4148-800c-fe83bd45f1da.jpg,jpg,7960t717,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/7960t717.jpg,terapontidae,pelates quadrilineatus
1381,1516375858342pUx7RP9xtgk6o8dJ#0.jpg,1516375858342pUx7RP9xtgk6o8dJ.jpg,jpg,h994zz38,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/h994zz38.jpg,aracanidae,kentrocapros aculeatus
1382,ark-_65665_m3c9d1d73f641f48b38783c2c8a4f07058.jpg,ark-_65665_m3c9d1d73f641f48b38783c2c8a4f07058.jpg,jpg,x811pv4s,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/x811pv4s.jpg,pinguipedidae,parapercis xanthozona
1383,8edd7dc4-8d39-42a5-b32c-63e316673d82.jpg,8edd7dc4-8d39-42a5-b32c-63e316673d82.jpg,jpg,9p31s50k,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/9p31s50k.jpg,centrarchidae,centrarchus macropterus
1384,14763687613741Gc2fRpbHbxCEalE#1.jpg,14763687613741Gc2fRpbHbxCEalE.jpg,jpg,vn72b14v,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/vn72b14v.jpg,bryconidae,brycon orbignyanus
1385,1543846376080xFZUdcQup1qReQqy.jpg,1543846376080xFZUdcQup1qReQqy.jpg,jpg,pb05gf66,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/pb05gf66.jpg,clinidae,heteroclinus perspicillatus
1386,ark-_65665_m3070662dca2434e7e86dd149522a269f7.jpg,ark-_65665_m3070662dca2434e7e86dd149522a269f7.jpg,jpg,2d56m519,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/2d56m519.jpg,scombridae,scomberomorus commerson
1387,43399a4c-972f-4428-82b9-3627ca68d78f.jpg,43399a4c-972f-4428-82b9-3627ca68d78f.jpg,jpg,3m088p43,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/3m088p43.jpg,centrarchidae,ambloplites ariommus
1388,3eb860b7-105c-4128-a663-0051a9fd5c47.jpg,3eb860b7-105c-4128-a663-0051a9fd5c47.jpg,jpg,qf88gr00,iDigBio,uf,CC BY-NC,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/qf88gr00.jpg,centrarchidae,lepomis cyanellus
1389,172689_Liparis_sp_lat.jpg,172689_Liparis_sp_lat.jpg,jpg,4717zs6w,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/4717zs6w.jpg,liparidae,liparis fucensis
1390,ark-_65665_m3184c9b92b14b4b199f87a8f0b7208ee9.jpg,ark-_65665_m3184c9b92b14b4b199f87a8f0b7208ee9.jpg,jpg,5m283n10,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/5m283n10.jpg,plesiopidae,plesiops insularis
1392,50606_Bivibranchia_simulata#0.jpg,50606_Bivibranchia_simulata.jpg,jpg,xp07mv59,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/xp07mv59.jpg,hemiodontidae,bivibranchia simulata
1393,50606_Bivibranchia_simulata#1.jpg,50606_Bivibranchia_simulata.jpg,jpg,xp07mv59,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/xp07mv59.jpg,hemiodontidae,bivibranchia simulata
1394,50606_Bivibranchia_simulata#2.jpg,50606_Bivibranchia_simulata.jpg,jpg,xp07mv59,iDigBio,mcz,CC BY-NC-SA 3.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mcz/xp07mv59.jpg,hemiodontidae,bivibranchia simulata
1395,1919.7.24.20-7c_Allabenchelys dhonti_l-S.jpg,1919.7.24.20-7c_Allabenchelys dhonti_l-S.jpg,jpg,xk143z2k,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/xk143z2k.jpg,clariidae,clarias dhonti
1397,1859.5.31.6-8c_Clarias brachysoma_l-S.jpg,1859.5.31.6-8c_Clarias brachysoma_l-S.jpg,jpg,7j977g47,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/7j977g47.jpg,clariidae,clarias brachysoma
1398,1489565273428qT9RUZPk9Frjar0C#3.jpg,1489565273428qT9RUZPk9Frjar0C.jpg,jpg,2501xk50,iDigBio,mnhn,CC BY,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/2501xk50.jpg,dussumieriidae,dussumieria acuta
1400,ark-_65665_m3a31e4a457837469ebe8fd17f7f337857.jpg,ark-_65665_m3a31e4a457837469ebe8fd17f7f337857.jpg,jpg,gd49dz4n,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/gd49dz4n.jpg,pempheridae,pempheris vanicolensis
1401,ark-_65665_m3d8fc93c900ce46ff8d011a078bdd5442.jpg,ark-_65665_m3d8fc93c900ce46ff8d011a078bdd5442.jpg,jpg,q443x441,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/q443x441.jpg,caesionidae,caesio striata
1403,ark-_65665_m355b92af85efc41089bcae470066410d9.jpg,ark-_65665_m355b92af85efc41089bcae470066410d9.jpg,jpg,ww857n1q,iDigBio,usnm,Usage Conditions Apply,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/ww857n1q.jpg,hemiramphidae,hyporhamphus neglectus
1405,1864.1.21.13-14b_Auchenipterus obscurus_l-S.jpg,1864.1.21.13-14b_Auchenipterus obscurus_l-S.jpg,jpg,z223s93v,iDigBio,nhmuk,CC BY 4.0,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/nhmuk/z223s93v.jpg,auchenipteridae,trachycorystes trachycorystes
